X,Y,sex,name,latitude,longitude,elevation,F6,northing,easting
578603.1459,3875841.0418,male,rex roost 1,35.02217000000,-92.13839000000,0.00000000000,,3875841.04183000000,578603.14594700001
568845.7401,3990278.2274,male,rick roost 1,36.05463000000,-92.23561000000,0.00000000000,,3990278.22744000005,568845.74008599995
568947.3162,3990304.5389,male,rick roost 2,36.05486000000,-92.23448000000,0.00000000000,,3990304.53885000013,568947.31620000000
559723.6026,3980285.9928,male,rob roost 1,35.96515000000,-92.33764000000,0.00000000000,,3980285.99281999981,559723.60258299997
569369.8841,3991654.5128,male,sam roost 1,36.06700000000,-92.22967000000,0.00000000000,,3991654.51275999984,569369.88410599995
569395.3012,3991629.2011,male,sam roost 2,36.06677000000,-92.22939000000,0.00000000000,,3991629.20110999979,569395.30119999999
578657.7195,3986448.3614,male,teri roost 1,36.01936000000,-92.12706000000,0.00000000000,,3986448.36138000013,578657.71953100001
569578.5217,3991011.6878,male,tod roost 1,36.06119000000,-92.22741000000,0.00000000000,,3991011.68783000018,569578.52170499996
558026.6641,3979721.1349,male,tra roost 1,35.96016000000,-92.35650000000,0.00000000000,,3979721.13487000018,558026.66412900004
571256.8507,3937258.0458,male,tra roost 2,35.57646000000,-92.21357000000,0.00000000000,,3937258.04583000019,571256.85074000002
575727.0361,3986880.7094,male,trev roost 1,36.02349000000,-92.15954000000,0.00000000000,,3986880.70936000021,575727.03612299997
577657.2614,3986773.3426,male,zak roost 1,36.02237000000,-92.13813000000,0.00000000000,,3986773.34261999978,577657.26142700005
577633.2665,3986735.4149,male,zak roost 2,36.02203000000,-92.13840000000,0.00000000000,,3986735.41489000013,577633.26653000002
