sp,x,y,CV_TEMP,DRAINAGE_DENS,DS_AVGRIPTRECOV,DS_AVGSLOPE,DS_MINCOLDP_TEMP,MAXWARMP_TEMP,MEAN_MRVBF,NONATVEG,SLOPE_PERCENT,TOTLENGTH_UCA,TRECOV,UC_CV_PPT,UC_RIP_TRECOV,UC_ROAD_DENS,UC_SOLDEPTH,UC_TWI,UCWARMQT_PPT,US_MAXSLOPE,RIV
bg,10825,10825,1.7569,2.0242,0.2959,0.2804,1.3038,25.618,0.0795,0,7.8988,2.8388,1,29.4581,1,0.6422,1.2,8.2562,213.3716,24.8608,4
bg,10826,10826,1.8694,1.9628,0.1418,0.6756,2.0336,28.0984,0.2636,0.3545,11.5914,0.3831,0.6455,26.2746,0.8182,0,0.9,9.0899,162.1311,11.5914,4
bg,10827,10827,1.6,0.6497,0.4378,0.0539,3.0992,29,6.5172,0.824,0.0796,44.8409,0.1189,27.0517,0.1303,0.8163,1.2144,14.0062,82.3582,1.8329,2
bg,10828,10828,1.76,1.8477,0.518,0.0563,2.4179,29.7501,2.6484,0.5143,0.9547,101.1161,0.4856,30.5244,0.9385,1.1562,1.3728,9.406,173.7808,41.9068,1
bg,10829,10829,1.87,1.1864,0.4944,0,1.0787,30.4158,2.2905,0.3998,0,1.566,0.4649,18.4652,0.4482,1.8404,0.9,16.9243,157.7512,14.3591,4
bg,10830,10830,1.7424,0.9216,0.3853,0.6887,1.7857,24.7718,0,0,36.4523,0.2038,1,35.9801,1,0,0.9,8.0458,218.2984,40.4625,4
bg,10831,10831,1.6874,1.8371,0.4632,0.0609,2.964,28.7218,0.8195,0.0028,2.4176,1.1978,0.9901,25.9264,0.9655,5.0255,0.9,9.5473,99.5307,3.5549,3
bg,10832,10832,0,0.6683,0.1073,0.0882,3.025,0,0,0,0.1558,1.9147,0,30.0819,0.0038,2.1388,1,12.0712,69.1034,1.1272,2
bg,10833,10833,1.8525,2.0431,0.2371,0.1174,1.5273,29.2977,0.371,0.7089,4.3282,0.9742,0.1593,25.2374,0.0793,0.0606,0.9,9.2825,166,60.487,4
bg,10834,10834,1.86,2.2439,0.4307,0.0734,2.1336,30.8,0,0.4286,0.0066,1265.3694,0.5715,32.9845,0.7024,0.9859,1.0021,9.1853,215.4027,73.6465,4
bg,10835,10835,1.4308,2.0926,0.4467,0.132,2.6385,25.1368,0.5929,0,1.8651,111.988,1,28.0206,1,1.0323,1.2,9.0754,249.9571,52.6508,1
bg,10836,10836,1.6497,2.0107,0.3764,0.1242,2.4744,27.7835,0.1764,0,4.8564,1.681,1,24.9258,1,0,0.9,8.2562,132.8258,23.8301,1
bg,10837,10837,1.5556,1.2325,0.4312,0.0817,2.9328,26.9301,1.228,0.9705,1.7239,1.0033,0.0216,25.1179,0.0183,0.8285,1.1,10.8878,112.7543,2.5308,3
bg,10838,10838,1.69,0.6499,0.3344,0.0761,2.4496,29.0809,1.1967,0.0294,1.0522,0.0707,0.3971,20.4485,0,2.7761,0.9,10.7491,109.9596,2.2904,1
bg,10839,10839,1.8473,0.886,0.169,0.3028,1.752,28.3882,0.0411,0,11.8489,0.1024,1,25.2768,1,0,0.9,8.6537,162.3183,11.8489,4
bg,10840,10840,1.6851,2.0098,0.3388,0.0804,2.4518,28.8341,1.5154,0.0024,0.7839,4.7647,0.9976,21.7144,1,2.9518,0.9,10.0526,112.0057,2.2375,1
bg,10841,10841,1.82,2.2536,0.3124,0.2976,1.8704,29.3889,0.1448,0,3.3529,39.6157,1,30.5461,0.9987,0.346,0.9,8.5869,186.9747,34.6466,4
bg,10842,10842,1.6928,2.0584,0.3131,0.2221,1.3486,26.7667,0.1483,0.0836,1.004,1214.2368,0.9164,18.0453,0.6773,0.7147,1.1086,9.717,197.7359,51.1887,4
bg,10843,10843,1.7064,1.6932,0.3283,0.3099,1.4561,26.2044,0.0112,0,23.9858,0.5418,1,29.625,1,0,1.2,7.8851,192.5087,32.3396,4
bg,10844,10844,1.65,2.0134,0.578,0.2777,2.3593,23.4582,0.1017,0,11.3575,0.5646,1,33.9501,1,2.9652,1.2,8.8507,206.1141,15.5865,1
bg,10845,10845,1.66,2.6575,0.5937,0.146,2.4424,27.98,1.8116,0.9067,1.4682,3.0975,0.0133,22,0.0475,0.4542,0.9,10.4917,150.638,4.5815,1
bg,10846,10846,1.5801,1.396,0.4394,0.0608,2.9461,27.8279,0.702,0.6588,0.8852,892.5621,0.0905,25.1522,0.2617,2.0767,1.0152,11.2664,124.6477,25.7986,3
bg,10847,10847,1.8538,1.4971,0.022,0.0447,2.439,30.7027,8.8563,0.8944,0,134.1447,0.064,22.0703,0.5241,1.4115,1.0329,12.9189,133.1792,76.3466,1
bg,10848,10848,1.7,0.4815,0.5147,0.0343,2.9235,28.8918,1.1582,0.0036,1.2442,0.1075,0.6828,23.0143,0.2,4.7064,0.9,10.4803,100.8943,1.8153,3
bg,10849,10849,1.84,15.8419,0.5694,0.0376,2.4138,30.6,4.9713,0.9375,1.0907,0.2028,0.0625,18,0.0625,0,1,10.8658,111,1.0907,1
bg,10850,10850,0,1.8382,0.3685,0.4561,1.9269,0,0,0,9.7255,2.0331,0,31.7808,0.9201,0.3403,0.9,8.2572,181.4199,21.5477,4
bg,10851,10851,1.65,1.9891,0.7583,0.9219,1.4442,24.908,0.0369,0,5.3537,6.412,1,33.4831,1,0.5094,1.2,8.1669,226.801,36.7004,4
bg,10852,10852,1.91,1.9981,0.1235,0.1069,2.0779,30.7,4.9348,0,0.0464,11970.6015,0,23.4749,0.7375,0.6723,1.0589,9.3124,199.1848,163.434,4
bg,10853,10853,1.9286,1.9572,0.1164,0.2701,2.0663,29.8375,0.155,1,6.9949,0.3797,0,20.7093,0,0,0.9,9.4221,140.367,24.3644,4
bg,10854,10854,1.5982,0.7357,0.4424,0.0644,2.9535,28.1098,3.5981,0.9948,0.3703,2.0256,0,23.1421,0,0.7865,1.2,12.9374,103.9223,1.2495,3
bg,10855,10855,1.7888,1.8771,1,0.8619,2.4905,30.0021,1.5338,0,1.1741,1.4296,1,25,1,3.4816,1,10.6128,123.7894,2.3635,1
bg,10856,10856,1.693,1.2934,0.578,1.3972,1.6209,19.0135,0,0,37.116,0.268,1,37.5328,1,0,1.2,8.1241,297.166,37.116,4
bg,10857,10857,1.71,1.553,0.4816,0.7074,1.6145,23.0823,0.0102,0,26.2876,0.2031,1,35.052,1,0.1657,1.2,8.6833,236.9817,26.2876,4
bg,10858,10858,1.6139,1.7464,0.5993,0.2815,2.2634,21.5464,0,0,15.6229,0.4988,1,31.895,1,0,1.2,8.015,239.049,38.2912,1
bg,10859,10859,1.66,2.2364,0.3893,0.1143,2.4783,28.2401,0.2574,0.511,4.7643,36.4162,0.193,25.5244,0.6406,1.2789,0.9,9.5557,128.6442,19.6207,1
bg,10860,10860,1.66,1.7513,0.4294,0.0136,3.0986,29.8,5.9722,0.8818,0.071,0.0771,0.1,24,0.2559,5.5292,1.4,11.6154,74,16.022,2
bg,10861,10861,1.87,2.1669,0.1768,0.1433,1.615,29.8524,0.7972,0.9943,4.3586,3.6916,0,20.8861,0.5453,0.042,0.9,8.6173,173.6335,50.0482,4
bg,10862,10862,1.8448,1.1357,0.1957,0.8667,1.9373,27.3249,0.0215,0,16.2682,0.2321,1,28.1487,1,0.1212,1,8.7056,171.816,20.0971,4
bg,10863,10863,1.81,0.0269,0.5226,0.0183,3.0257,30.7881,8.5179,0.5328,0.2098,0.0556,0.2948,17,0.2628,0.6882,1.2,15.4317,82,82.6981,3
bg,10864,10864,1.6596,1.9267,0.4123,0.489,1.155,21.9736,0.2402,0,4.3447,3.7215,1,23.4365,1,1.7869,1.2,8.719,266.8851,32.7704,4
bg,10865,10865,1.84,1.3644,0.1758,0.311,1.7139,28.42,0.53,0,8.1643,0.5305,1,24.8025,0.9434,0,0.9,8.64,169.6718,9.5328,4
bg,10866,10866,1.71,1.8616,0.5304,0.1131,2.4051,28.1674,0.8434,0.3403,0.5609,127.8711,0.6147,31.7954,0.9727,1.3768,1.3768,9.0977,188.1607,61.5138,1
bg,10867,10867,1.8103,3.1734,0.3171,0.736,1.6827,26.6784,0.2499,0,8.8918,0.6004,1,30.1797,1,0.0988,1,9.5106,183.9514,18.8809,4
bg,10868,10868,1.7666,1.9965,0.3446,0.23,1.5259,27.8205,0.3141,0.1851,0.4307,28.9684,0.592,30.7986,0.941,0.4494,1.2,8.1458,197.2923,44.457,4
bg,10869,10869,1.7458,1.9272,0.435,0.2899,1.7378,26.851,0.0961,0,11.4284,0.2783,1,32.169,1,0,1.2,8.9497,196.2853,16.7229,4
bg,10870,10870,1.75,0.3597,0.0685,0.0028,3.0619,30.2376,1.619,0.9952,0,18.0166,0,20.9687,2.00E-04,0.808,1.2025,14.236,79.8449,1.2598,3
bg,10871,10871,1.7146,1.5188,0.5539,0.6541,1.686,26.2677,0.0562,0,5.3398,3.5164,1,37.0415,1,0.4349,0.9,8.1271,224.0997,32.9111,4
bg,10872,10872,1.6971,2.2394,0.5294,0.6526,1.7382,26.0009,0,0,22.5046,0.7292,1,37.2236,1,0.5239,0.9,7.8085,227.7015,32.2318,4
bg,10873,10873,1.7196,1.8196,0.6268,0.1773,2.4477,28.0125,0.3426,0,1.5337,121.7287,1,30.6396,0.9862,1.2852,1.3262,9.4292,182.2859,42.893,1
bg,10874,10874,1.7411,1.7497,0.5415,0.3708,2.5978,29.7165,2.6244,0.0189,0.6816,3.4356,0.7534,19,0.8504,2.5672,0.9996,11.6309,107.9743,2.1776,1
bg,10875,10875,1.65,1.7789,0.3745,0.1123,2.62,28.1867,0.7679,0.3333,4.0659,1.3171,0.0667,25.5122,0.0535,0,0.9,8.3213,141.248,13.478,1
bg,10876,10876,1.5206,1.6405,0.6939,0.0852,3.0122,26.6514,0.4553,0.1051,4.1308,2.0368,0.679,27.5886,0.4948,0.6099,0.9,9.382,116.356,18.3322,2
bg,10877,10877,1.5728,2.2896,0.4021,0.1592,2.6187,26.4702,0.1639,0.0209,8.1143,0.6997,0.9791,28.1675,0.9878,9.3076,0.9,8.7786,167.2775,8.1143,1
bg,10878,10878,1.7721,1.0594,0.3082,0.383,1.324,25.4805,0.0896,0,14.2045,0.139,1,32,1,4.8287,1.2,8.6202,203.8049,20.4197,4
bg,10879,10879,1.4793,1.5615,0.4065,0.1212,2.8532,24.5533,1.2815,0.7621,0.5716,29.1476,0.2066,29.2382,0.7549,1.9202,1.1008,10.3184,149.4227,11.279,3
bg,10880,10880,1.67,0.4082,0.4014,0.1292,2.4771,28.007,0.3278,0.7871,3.928,0.0583,0.2129,25.2129,0,0,0.9,9.5879,126.1765,3.928,1
bg,10881,10881,1.6633,0.6731,0.3525,0.3882,0.9334,23,0.0525,0,17.3026,0.07,1,19,1,0,1.2,9.1033,213.9923,17.3026,4
bg,10882,10882,1.59,2.0498,0.4171,0.333,1.0129,22.8424,0.0259,0.0322,15.9208,0.2804,0.0819,14,0.1836,0,1.2,8.7416,177.5322,19.259,4
bg,10883,10883,1.8399,2.691,0.2698,0.1726,1.9013,29.8864,0.6639,0.4251,4.0994,3.2572,0.1608,28.1153,0.4819,0.16,0.9,9.0225,175.2409,25.5939,4
bg,10884,10884,1.76,0.9736,0.5092,0.0246,2.9591,29.59,2.7736,0.46,0.9141,2.8463,0.05,20.0505,0.1822,1.657,1.1,11.11,101.9781,2.1904,3
bg,10885,10885,1.61,1.5821,0.4347,0.0493,2.9415,28.1374,1.0384,0.724,0.1111,708.4846,0.1119,28.8822,0.7624,2.0391,0.981,9.683,127.008,23.0769,3
bg,10886,10886,1.86,3.5034,0.9621,0.014,2.3982,31,8.9891,0,0.0043,5.335,1,13,1,1.3327,1.2,14.5072,90.9288,76.3466,1
bg,10887,10887,1.79,2.1117,0.6107,0.0563,2.468,29.9772,2.5542,0.9747,0.7531,25.4657,0.0228,26.4386,0.1776,1.0836,0.8602,9.9209,136.49,4.8302,1
bg,10888,10888,1.52,0.6705,0.3851,0.1142,2.6484,27.064,0.6501,0.4521,5.3296,0.07,0.5135,23.5211,1,2.2024,0.9,9.7004,166.4138,40.5577,1
bg,10889,10889,1.61,3.2306,0.3685,0.0859,2.5723,28.3884,0.7918,0.9275,3.4016,0.588,0.0484,20.8967,0.032,1.1628,0.9,10.0009,125.7363,3.4016,1
bg,10890,10890,1.6631,2.8166,0.328,0.0815,2.4644,28.6312,0.611,0.2067,3.5763,1.0737,0.7607,21.9738,0.4467,4.9429,0.9,9.6166,114.8835,3.5763,1
bg,10891,10891,1.85,0.4717,0.4472,0.2381,2.0653,30.2634,0.8124,0.5396,3.1896,0.05,0.2151,28.1736,0.2609,4.6825,0.9,9.8929,149.0604,4.7036,4
bg,10892,10892,1.866,2.1487,0.5162,0.0542,2.4062,30.2759,0.4796,0.0174,2.765,2.4865,0.712,20.3021,0.6735,0.8333,0.4095,9.7248,118.2751,16.2546,1
bg,10893,10893,1.81,4.9521,0.5067,0.0157,3.2583,31.3,8.9851,0,0.0513,0.1109,0.9821,17,1,1.8628,1.4,14.4862,71,0.0513,3
bg,10894,10894,1.6232,1.0287,0.3933,0.1826,2.5973,26.7977,0.026,0,11.1204,0.1066,1,29.5985,1,0,0.9,8.0483,156.6448,42.7232,1
bg,10895,10895,1.6,1.9664,0.3959,0.1604,2.4933,27.0255,0.5278,0.5105,3.3329,26.5162,0.4896,31.652,0.9903,0.5312,1.2,8.3055,184.692,58.6132,1
bg,10896,10896,1.83,2.0683,0,0.0203,2.5,30.5,7.5655,0.7579,0.0203,0.4476,0.1016,16,0,2.9734,1.2,14.7221,103.9519,0.0203,1
bg,10897,10897,1.55,2.2228,0.3771,0.1202,2.6055,27.3933,2.0866,0.9333,5.7881,2.6736,0.0667,21.3279,0.3919,1.3082,0.9,8.9864,152.9521,7.1212,1
bg,10898,10898,1.7408,2.1448,0.3689,0.2911,1.568,27.4998,0.3168,0,2.8626,31.2038,1,31.7771,1,0.8534,1.2,8.5757,206.3679,39.5487,4
bg,10899,10899,1.5569,2.8291,0.3942,0.1927,2.5171,24.9616,0.3764,0,6.059,7.1632,1,35.4545,1,0.7074,1.2,8.803,218.1137,46.427,1
bg,10900,10900,1.665,1.8276,0.4028,0.7019,1.1079,16.6188,0.1202,0,11.3514,1.7063,1,24.7237,0.9747,0,1.2,9.4645,372.3308,18.9529,4
bg,10901,10901,1.55,1.0398,0.421,0.2752,2.5838,23.4355,0.0908,0,24.2897,0.3756,1,38.165,1,2.9943,1.2,9.262,204.5061,34.7693,1
bg,10902,10902,1.79,1.6782,0.3651,1.00E-04,3.3,31.4,8.9837,0.6682,1.00E-04,6.529,0.1682,16.8182,0.2194,1.3084,0.7944,14.1699,70.2721,0.1397,3
bg,10903,10903,1.52,2.007,0.3853,0.1038,2.5499,26.8222,4.4468,0.2222,0.7086,10.2629,0.7778,18.5515,0.6949,1.4283,1.5,9.17,154.3386,34.4362,1
bg,10904,10904,1.8202,2.0425,0.2666,0.2393,1.462,27.3675,0.036,0,10.2822,8.0017,1,29.9745,1,0.9356,1.2,8.5631,204.3481,41.3505,4
bg,10905,10905,1.85,2.0244,0.5351,0.0869,2.3958,29.637,1.4657,0.8519,0.7185,10.7899,0.1481,24.7994,0.8398,0.9445,0.9,10.4338,135.1921,5.2796,1
bg,10906,10906,1.6,0.4613,0.3638,0.1445,2.5127,27.1823,0.4337,0.9963,6.068,0.05,0.0037,23.5461,0,1.0399,0.9,9.6135,121.7638,6.125,1
bg,10907,10907,1.8511,1.3475,0.1613,0.1882,1.607,29.0114,0.2396,1,5.1863,0.2921,0,22.4815,0,3.323,0.9,9.4823,168.7066,12.7676,4
bg,10908,10908,1.55,1.2457,0.6651,0.2086,2.8842,26.8308,0.5346,0.4476,1.1948,3.6328,0.2238,29.0802,0.6685,2.6555,0.9,8.347,118.0495,14.3475,2
bg,10909,10909,1.504,1.8387,0.4277,0.1994,2.4051,25.2037,0.0767,0,4.359,8.8506,1,32.671,1,0.8388,1.2,7.8964,222.4413,42.7773,1
bg,10910,10910,1.64,2.1785,0.336,0.0812,2.4679,28.3321,1.5807,0.0214,1.3288,2.9149,0.2142,22.1531,0.6269,0,0.9,10.028,117.8996,5.9332,1
bg,10911,10911,1.78,0.1283,0,0,3.1741,30.9,8.7566,0.0677,0,0.9965,0,19,0.221,1.0185,1.2542,21.727,69.16,0.0147,2
bg,10912,10912,1.68,0.7634,0.358,0.123,2.5837,28.488,0.3561,0.6074,3.3629,0.1066,0,22.086,0,2.5789,0.9,9.4594,137.5186,13.6087,1
bg,10913,10913,1.83,2.1226,0.4727,0.2404,1.9694,30.4,2.7442,0.2132,0.1489,2013.8429,0.5956,33.7612,0.7687,1.0082,1.0213,9.0589,224.4144,73.6465,4
bg,10914,10914,1.54,1.7088,0.4321,0.243,2.3857,23.1182,0.0356,0,11.1904,4.9282,1,31.8976,1,1.3504,1.2,8.0727,228.1412,44.8548,1
bg,10915,10915,1.48,1.6763,0.5003,0.2616,2.727,23.8445,1.6705,0.6245,1.3057,3.7167,0.3265,29.7868,0.1888,1.2137,1.1984,10.9637,169.3179,2.0057,3
bg,10916,10916,1.6466,1.859,0.7819,0.6125,1.8388,25.3177,0.0922,0,10.09,4.646,1,33.9329,1,0.7765,1.2,8.2458,220.6072,30.7006,4
bg,10917,10917,1.6486,2.0779,0.3556,0.2929,1.2214,25.5145,0.8591,0.9876,0.2343,963.9675,0.0018,16.9994,0.6137,0.6976,1.1109,9.9483,197.4088,46.7554,4
bg,10918,10918,1.47,1.3123,0.5185,0.2653,2.7227,23.3372,1.6664,0.8761,1.5812,0.6777,0.0976,28.8342,0.0296,1.9277,1.1,11.2094,173.9938,2.6096,3
bg,10919,10919,1.79,2.0638,0.213,0.08,3.3,31.3978,8.9822,0.8404,0.16,16.0643,0.053,17,0.0673,1.2581,0.7647,13.9611,70,0.6007,3
bg,10920,10920,1.6303,1.4214,0.3579,0.5186,1.1691,21.0221,0.0018,0,30.0717,0.6294,1,20.9964,1,0,0.9,8.5148,245.1725,33.7343,4
bg,10921,10921,1.58,1.5152,0.686,0.0971,2.9319,27.9526,1.5267,0.3542,1.2488,2.0431,0.4535,27.9291,0.7505,4.0537,0.9,10.2198,103.0119,2.4522,2
bg,10922,10922,1.794,1.8761,0.2379,0.3301,1.5166,25.5992,0.0133,0,40.9182,0.4653,1,29.4032,1,0,1.2,8.4182,200.9339,54.6271,4
bg,10923,10923,1.9097,2.2307,0.1155,0.9132,1.9398,30.9075,1.9847,0.8349,2.5456,3.8974,0.1463,24.239,0.1476,1.3278,0.9,9.3454,133.6932,25.971,4
bg,10924,10924,1.6662,0.9269,0.3372,0.3276,0.9763,24.2007,0.262,0.5618,7.4074,0.099,0.1573,18.1236,0,2.5015,0.9,9.6605,191.5431,7.4074,4
bg,10925,10925,1.54,1.5243,0.3876,0.1561,2.5347,25.6219,0.0421,0,3.8126,6.5477,1,34.1029,1,0.5255,1.2,8.0577,197.3939,44.4444,1
bg,10926,10926,1.87,2.0475,0.207,0.0865,1.554,30.1253,4.1931,0.7412,0.488,938.2569,0.0192,26.5682,0.8013,0.7999,1.0887,9.0348,201.5615,76.4389,4
bg,10927,10927,1.8174,2.5881,0.4658,0.8087,1.9983,28.0846,0.009,0,19.5382,0.499,1,29.1452,1,0,0.9,8.2305,158.7801,20.7466,4
bg,10928,10928,1.5589,1.6816,0.3943,0.1528,2.5289,26.2858,0.1646,0.1228,3.8121,1.9513,0.6043,22.3285,0.8424,0.5098,0.9,8.5743,153.7863,15.0195,1
bg,10929,10929,1.8122,2.0146,0.2906,0.1414,1.3235,28.3052,0.1343,0,0.5692,2278.0396,0.9238,18.6244,0.9876,0.4059,1.1968,8.8565,243.3205,163.434,4
bg,10930,10930,1.7692,2.3435,0.0815,1.6971,1.8792,30.2613,0.2788,0.3396,6.233,0.5521,0.6316,28.7436,0.1707,3.1207,0.9,9.1953,153.7182,17.3916,4
bg,10931,10931,1.69,3.4487,0.5486,0.123,2.4199,27.5266,0.0563,0,15.9455,1.7147,1,33.1287,1,0,1.4,10.7659,190.2526,38.7304,1
bg,10932,10932,1.6924,0.5947,0.5161,0.0392,2.9152,28.582,1.5566,0.0989,2.553,0.1756,0.5841,24.9797,0.5357,3.0115,0.9,10.3408,102.8726,2.553,3
bg,10933,10933,1.7298,1.7614,0.3609,0.2917,1.1337,25.6603,0.1491,0,8.6715,3.553,1,16.1729,1,0,1.2,8.5331,201.6585,42.348,4
bg,10934,10934,1.6841,1.8556,0.5407,0.184,2.3642,25.5025,1.2451,0,2.2329,10.3877,1,32.3092,1,0.7498,1.4,9.7984,192.7966,11.9758,1
bg,10935,10935,1.8408,1.6811,0.2143,0.3327,1.545,28.0692,0.0037,0,23.2299,0.2273,1,21.2988,1,0,1.2,8.9217,175.7751,33.233,4
bg,10936,10936,1.67,2.534,0.3601,0.1288,2.5777,28.2357,1.7366,0.693,1.9587,5.0345,0.1554,23.6624,0.221,0.9431,0.9,9.7781,145.297,7.3397,1
bg,10937,10937,1.76,2.2751,0.7504,0.0625,2.4561,29.7063,1.5614,0.8568,1.4735,5.3955,0.1338,28.4141,0.1331,0.6086,0.9,9.9975,126.7251,6.2797,1
bg,10938,10938,1.48,0.8672,0.7515,0.1392,3.0115,25.856,0.154,0,6.8089,0.4818,1,33.0878,1,1.9423,0.8,9.4324,123.9431,25.5113,2
bg,10939,10939,1.69,1.4645,0.3596,0.0795,2.457,28.8983,0.8072,0.0515,1.455,0.1705,0.9176,21,0.2963,3.9348,0.9,10.1157,109.8488,4.1408,1
bg,10940,10940,1.6092,1.7484,0.4517,0.4087,0.9485,21.402,0.157,0,6.1828,7.2587,1,24.5141,0.7943,0.7611,1.2,10.092,240.2163,20.0386,4
bg,10941,10941,1.7044,0.5836,0.633,0.2669,2.4656,25.9093,0.1493,0,45.7856,0.0983,1,30.1093,1,0,1.4,9.0755,176.0665,45.7856,1
bg,10942,10942,1.8298,2.1459,0.5736,0.3311,1.9648,29.8043,0.9547,0.2586,0.4736,145.83,0.5258,31.1735,0.9385,3.6997,0.9553,9.3149,171.3398,28.5651,4
bg,10943,10943,1.4946,2.111,0.4562,0.2226,2.3048,22.5228,0.0645,0,4.4755,15.2696,1,31.4277,1,1.202,1.2,8.5211,224.0986,41.8522,1
bg,10944,10944,1.502,1.6986,0.8825,0.595,3.2077,28.6035,1.858,0,1.6522,1.4323,0.9962,33,1,0.6334,0.9,11.5925,78.5308,1.6522,2
bg,10945,10945,1.61,1.029,0.4585,0.0651,2.9536,28.24,1.5698,0.0072,0.953,0.7458,0.9929,24.0011,0.9999,7.5364,0.9,10.9965,101.4741,0.953,3
bg,10946,10946,1.7627,1.9957,0.5264,0.7121,1.8013,26.5575,0.0363,0,17.8534,1.9302,1,32.8925,0.9999,0,0.9,8.4364,186.0782,31.2677,4
bg,10947,10947,1.7286,1.8796,0.6151,0.0835,2.4732,28.9877,0.4721,0.3777,2.0621,9.2619,0.5861,29.4526,0.9374,0.2149,0.9,8.7824,155.3563,48.66,1
bg,10948,10948,1.4313,1.3609,0.4406,0.1654,2.7036,25.0092,0.5963,0.0146,3.28,0.5231,0.9853,19,1,5.3549,1.4972,10.0541,224.7294,24.8153,1
bg,10949,10949,1.4883,1.978,0.437,0.1912,2.3764,25.3973,0.0674,0,13.3114,0.288,1,29.261,1,0,1.2,7.9771,203.0082,55.837,1
bg,10950,10950,1.75,0.8506,0.4522,0.0297,3.1144,30.3,6.8674,1,0.0665,1.6086,0,21,0,0.8016,1.2,16.8132,81,0.0665,3
bg,10951,10951,1.84,2.05,0.2696,0.151,1.4102,28.875,3.411,0.875,0.6544,84.0107,0.125,29.2272,0.7638,0.6611,1.0923,9.1401,190.6182,60.487,4
bg,10952,10952,1.61,1.0583,0.805,0.6298,1.7369,23.6271,0.007,0,30.2092,0.1266,1,31,1,0,1.2,8.1353,210.0268,30.2092,4
bg,10953,10953,1.6704,1.4816,0.4797,0.3589,0.9037,23.4062,0.0322,0,15.6371,0.2673,1,30.1175,1,0.3475,1.2,8.4138,222.8803,62.6037,4
bg,10954,10954,1.6502,1.8004,0.3541,0.4236,1.2283,23.3036,0.0599,0,12.2611,0.4004,1,23.5018,1,0.1245,1.2,9.2118,208.4155,14.4917,4
bg,10955,10955,1.65,1.024,0.3555,0.1441,2.5588,27.6997,0.5775,0.9741,3.8288,0.1266,0.0259,23,0,4.8676,0.9,9.8123,153.5761,9.0648,1
bg,10956,10956,1.8582,2.0073,0.2076,0.1297,1.5009,29.3379,0.6307,0.5552,4.881,1.0109,0.2208,24.2248,0.2285,2.1179,0.9,10.4991,167.2518,7.443,4
bg,10957,10957,1.68,1.9424,0.5943,1.1388,1.5165,17.4046,0.7843,0,4.0258,1.512,0.8256,34.6932,0.9644,0,1.2,10.1739,334.5,4.5809,4
bg,10958,10958,1.81,0.0733,0.5124,0.0184,3.3142,31.5988,8.9903,0.4026,0.0056,0.0974,0.3394,15,1,2.33,0.7,21.129,72,0.0117,3
bg,10959,10959,1.8315,1.6452,0.5237,0.0496,2.4087,30.5679,1.2806,0.3581,1.9859,0.3363,0.1878,21.5812,0,0,0.9,11.1566,134,5.5788,1
bg,10960,10960,1.78,15.3746,0.4603,0.0173,3.1674,30.7,7.9591,0.2603,0.0485,0.4489,0,19,0,0,1.3,14.5208,75,0.0485,3
bg,10961,10961,1.6024,1.263,0.6611,0.1015,2.9317,28.4155,1.2802,0.4416,1.4939,1.4883,0.1996,26.8649,0.1424,1.1007,0.9,10.3863,96.0458,2.4955,2
bg,10962,10962,1.6699,0.4237,0.4076,0.6438,1.0932,17.1902,0.6955,0,2.684,0.05,0.5864,26,1,0,1.2,10.1411,337.1525,2.684,4
bg,10963,10963,1.85,5.1897,0.8926,0.0115,2.4064,31,8.9899,0,0.0309,0.5024,1,13,1,4.3369,1.2,13.6088,89,0.0757,1
bg,10964,10964,1.64,5.4824,0.0053,1.1667,2.6971,28.9593,3.1588,0.3658,1.1667,0.7434,0.0029,23.1504,0.0053,3.1261,0.9,11.4325,93.8761,1.1667,3
bg,10965,10965,1.72,0.5518,0.7904,0.114,2.4712,29.256,1.1175,0.8397,8.5065,0.0812,0.1522,27.1848,0.2308,0.309,0.9,11.1503,126.1359,25.3626,1
bg,10966,10966,1.8808,2.2337,0.1613,0.499,2.0208,29.2279,0.137,0.1818,7.2068,0.2949,0.7514,25.4636,0.0862,0,0.9,8.4553,157.5667,26.5036,4
bg,10967,10967,1.8313,1.0739,0.5018,0.0884,2.3772,28.8609,0.2983,0,16.2329,0.2397,1,26.9875,1,2.3064,0.9,9.6476,141.129,16.2329,1
bg,10968,10968,1.68,2.6627,0.3564,0.1227,2.5824,28.6091,1.0692,0.9914,2.2393,0.2471,0.0086,22,0.0334,1.0407,0.9,10.7792,136.6983,13.6087,1
bg,10969,10969,1.582,2.2807,0.3657,0.37,1.0042,21.4947,0.0734,0,12.4832,0.9004,1,14.4296,1,1.5618,0.9,8.8499,213.0922,12.4832,4
bg,10970,10970,1.7873,2.3469,0.6032,0.1019,2.4602,29.1223,0.2553,0.2706,7.6074,0.7736,0.5898,26.3447,0.75,0.8369,0.8,9.2201,139.0934,7.6074,1
bg,10971,10971,1.729,1.1398,0.6878,0.1481,2.0013,29.9749,1.1319,0.5285,0,0.3597,0.4462,31.3802,0,1.0728,0.9,11.1113,167.9366,10.4204,4
bg,10972,10972,1.85,1.2995,0.5032,0.013,2.3079,31,8.9889,0,0.0012,471.3937,0.9946,20.1651,0.5657,1.4408,1.0687,13.4027,125.3719,76.3466,1
bg,10973,10973,1.4973,1.0998,0.4127,0.1179,2.8846,25.0326,1.9183,0.9887,9.177,0.2714,0.0113,27.3793,0.1206,0.7588,1.1,11.8831,125.1378,12.1906,3
