sp,x,y,CV_TEMP,DRAINAGE_DENS,DS_AVGRIPTRECOV,DS_AVGSLOPE,DS_MINCOLDP_TEMP,MAXWARMP_TEMP,MEAN_MRVBF,NONATVEG,SLOPE_PERCENT,TOTLENGTH_UCA,TRECOV,UC_CV_PPT,UC_RIP_TRECOV,UC_ROAD_DENS,UC_SOLDEPTH,UC_TWI,UCWARMQT_PPT,US_MAXSLOPE,RIV
bg,15122,15122,1.59,2.9012,0.3745,0.1027,2.6073,28.0058,1.5218,0.8921,2.5299,2.4045,0.0648,22.8996,0.1932,1.4222,0.9,8.9748,140.9508,11.2245,1
bg,15123,15123,1.49,1.8532,0.437,0.3129,2.5818,21.3963,0.0727,0,12.537,2.7672,1,33.4428,1,0.9265,1.2,8.8884,251.0196,27.0753,1
bg,15124,15124,1.812,2.0153,0.2455,0.2104,1.4887,27.2619,0.0189,0.0091,19.4085,0.5328,0.9909,29.3616,0.9546,0,0.9,7.8755,183.4054,20.3032,4
bg,15125,15125,1.57,3.4299,0.0562,2.816,3.1842,28.2976,3.1221,0.6902,2.816,0.4075,0.027,27,0.0562,1.4849,0.9,11.4907,89.7542,2.816,2
bg,15126,15126,1.73,1.5081,0.5142,0.0216,2.9403,29.4742,0.3965,0.2778,0.035,3265.0569,0.394,26.2308,0.3448,1.5729,0.9268,10.4813,124.3245,82.6981,3
bg,15127,15127,1.46,1.818,0.4277,0.1984,2.6579,24.3485,0.4132,0.4071,3.502,4.0448,0.5929,19.0248,0.62,1.1869,1.5,10.5314,221.5667,6.5183,1
bg,15128,15128,1.5873,1.6092,0.3995,0.0715,3.112,28.69,3.6453,0.8169,0.1392,13.3514,0.1031,27.0451,0.1159,1.0355,0.9569,11.8652,85.4814,1.8329,2
bg,15129,15129,1.8,1.3154,0.4703,0.0145,3.2554,31.2,8.9814,0.1008,0.0208,5.1648,0.0428,17.914,0.0914,0.968,1.3651,16.0019,69.5941,82.6981,3
bg,15130,15130,1.7596,1.9262,0.613,0.0818,2.4751,29.4206,0.8309,0.4419,0.8162,64.8595,0.2558,29.2123,0.9626,1.0458,1.4,9.3338,163.1186,32.4217,1
bg,15131,15131,1.7734,2.241,0.3923,0.1941,1.7421,28.2394,0.0289,0,16.4362,0.7763,1,29.2725,1,0,0.9,8.2072,185.3776,73.3034,4
bg,15132,15132,1.7752,1.7993,0.3053,0.7811,1.5138,25.1731,0.1137,0,7.8544,1.0645,1,32.9398,1,2.5359,1.2,8.5913,212.4111,15.0225,4
bg,15133,15133,1.6888,1.7013,0.3807,0.3611,1.1448,21.9854,0.007,0,22.639,2.7187,1,25.3967,1,0.3854,1.2,8.4035,286.7397,49.3797,4
bg,15134,15134,1.74,1.8086,0.5383,0.0782,2.4197,29.619,0.8337,0.2069,5.403,0.7112,0.7931,32,0.4094,1.5947,0.9041,9.0367,159.943,14.7643,1
bg,15135,15135,1.668,1.8895,0.3525,0.373,0.9334,23.1,0.5369,0,7.8608,0.7339,1,19.4912,1,1.4006,1.2,9.2565,229.3378,12.8575,4
bg,15136,15136,1.7867,1.5609,0.3548,0.1651,1.7949,28.7725,0.0604,0.0068,11.4328,0.9247,0.9406,28.1877,0.8081,1.191,0.9,8.6458,181.0594,35.2829,4
bg,15137,15137,1.62,1.1841,0.461,0.0446,2.9753,28.7678,3.2537,0.6414,0.3989,6.134,0.1434,23.6497,0.2527,1.6768,0.9,11.7336,96.3737,2.0309,3
bg,15138,15138,1.7226,1.1485,0.3921,0.4662,1.4824,25.2332,0.0375,0,12.6438,0.1383,1,29.7807,1,0,1.2,8.1583,202.1628,19.0968,4
bg,15139,15139,1.8264,1.8169,0.2397,0.3153,1.4918,27.4861,0.136,0,7.1014,2.7835,1,21.8815,1,1.3623,1.2,8.9476,181.4491,18.2094,4
bg,15140,15140,1.68,2.54,0.3716,0.5928,1.1808,20.6322,0.281,0,10.3372,1.5413,1,27.6493,1,0.4547,1.2,8.9209,290.8438,17.7888,4
bg,15141,15141,1.6541,1.9579,0.4227,0.1478,2.471,27.3374,0.1555,0.6916,6.3314,0.3556,0.185,25.9846,0.0556,0,0.9,9.0317,131.9207,12.413,1
bg,15142,15142,1.91,0.697,0.0246,0.4379,2.4897,31.1588,2.1225,0.9534,1.7124,0.1556,0,13,0,3.6795,1.2,12.631,102.4122,2.0468,1
bg,15143,15143,1.79,1.5268,0.6033,0.0799,2.4669,29.7,2.0925,0.7,2.6022,0.5735,0,26.0639,0.0809,0,0.8,9.3679,135.8179,3.6278,1
bg,15144,15144,1.8371,1.6849,0.2837,0.1654,1.3655,28.6133,0.2431,0,2.3304,14.0769,1,19.1804,1,0.5324,1.2,8.6985,182.5219,37.5568,4
bg,15145,15145,1.8587,1.5938,0.1899,0.2068,1.9515,29.838,0.3881,0.6486,3.1695,0.2231,0.0143,25.2686,0,1.4102,0.9,9.2493,166.1429,5.6169,4
bg,15146,15146,1.5602,1.8965,0.3774,0.1544,2.5066,26.4126,0.1142,0,5.4846,2.737,1,33,1,0.2185,1.2,8.1132,178.7652,23.5519,1
bg,15147,15147,1.8568,3.7738,0.1605,0.2571,1.5508,28.7747,0.4727,1,6.4905,1.0461,0,25,0,0,0.9,9.5147,153.026,16.0614,4
bg,15148,15148,1.74,5.4061,0.6245,0.0637,2.4803,29.6971,2.8667,0.7647,0.5651,0.2941,0.2353,31,0.1052,0,1,11.6848,141,12.9382,1
bg,15149,15149,1.49,1.0584,0.493,0.136,2.8132,24.4478,0.8208,0.431,2.7087,0.279,0.5675,25,0.5454,2.7247,0.9,10.0476,154.132,3.2927,3
bg,15150,15150,1.6626,1.1255,0.3887,0.64,1.1344,18.101,0.0429,0,16.7931,0.1873,1,26,1,0,1.2,8.9147,327.7981,28.8263,4
bg,15151,15151,1.7707,1.723,0.6469,0.7395,1.7663,29.0389,0.2837,0.2185,7.0229,0.4321,0.7784,30.7049,0.4427,0.3987,0.9,9.3874,161.3748,50.312,4
bg,15152,15152,1.4815,1.8702,0.4481,0.2075,2.3409,24.3297,0.0777,0,3.2818,6.8854,1,30.3531,1,0.8725,1.2,7.9667,225.6724,38.015,1
bg,15153,15153,1.76,4.2297,0.4657,0.0176,3.1434,30.333,7.7427,0.7653,0.0994,2.7036,0.0013,19,0,0.5667,1.2,14.6543,80.9355,10.5015,3
bg,15154,15154,1.58,1.6393,0.3609,0.1234,2.5629,27.648,0.9433,0.06,2.0124,0.4997,0.66,31.7625,0.8691,2.7919,1.2,8.5478,163.3268,71.2454,1
bg,15155,15155,1.7962,2.5488,0.4824,0.3098,2.1389,30.38,2.2296,0.8455,1.0984,22.8261,0.1243,29.156,0.5362,1.636,0.9,9.8048,151.9481,20,4
bg,15156,15156,1.76,1.1662,0.5346,1.4323,1.8291,26.2,0,0,11.0436,1.1144,1,34.5835,1,2.6773,0.9,8.5161,210.6166,47.3244,4
bg,15157,15157,1.8379,1.9425,0.0478,0.3222,0.0099,28.4728,1.3073,1,2.263,4.2433,0,22.5913,0,0.9396,1.1,10.6139,174.8255,6.8878,4
bg,15158,15158,1.6197,0.7249,0.4057,0.4327,2.407,17.4485,0.0074,0,25.5479,0.0783,1,28.7593,1,3.8676,1.2,8.5028,257.4852,44.4212,1
bg,15159,15159,1.54,1.1887,0.6079,0.6079,3.2077,29.2162,1.439,0.4054,0.5725,9.3055,0.4595,31.9582,0.3984,1.213,0.947,11.6377,75.3185,3.3821,2
bg,15160,15160,1.58,1.9163,0.6527,0.1295,2.9026,27.4602,2.007,0.6211,1.7626,7.1185,0.3665,30.1172,0.9371,1.0485,0.9,9.2263,114.3904,10.682,2
bg,15161,15161,1.65,1.9644,0.7718,0.5765,1.9367,24.9523,0.0027,0,24.8288,0.9908,1,34,1,0,1.2,7.9967,204.9841,27.2297,4
bg,15162,15162,1.49,1.961,0.4378,0.3476,2.577,21.5038,0.1628,0,8.2122,0.5114,1,34,1,2.6757,1.2,8.884,242.7623,8.2122,1
bg,15163,15163,1.67,1.5631,0.5084,0.1148,2.8871,28.3007,0.5512,0.7576,0.4851,191.9895,0.107,26.3495,0.2678,0.8555,0.9229,9.8474,123.1455,14.81,3
bg,15164,15164,1.67,1.2996,0.4499,0.0432,2.9864,29.3051,1.5242,0.0797,0.958,5.9374,0.7594,22.6319,0.8964,3.2599,0.9,10.4399,94.212,3.3466,3
bg,15165,15165,1.81,2.351,0.507,0.0178,2.9992,30.6,7.8035,0,0.2085,10.9377,0.5,16.5109,0.9399,2.7006,1.2,14.0998,85,1.1327,3
bg,15166,15166,1.75,1.613,0.2313,0.0819,2.3629,29.7051,2.2569,0.0956,0.9812,1.0323,0.6249,18.0763,0.6654,0.8146,0.8719,11.0173,107.9681,1.898,1
bg,15167,15167,1.65,1.9938,0.7697,0.3676,1.9462,27.4544,0.3491,0,2.8999,48.7558,1,34.0184,1,0.1759,1.2,8.0242,203.6844,35.1472,4
bg,15168,15168,1.69,0.9873,0.4889,0.0928,2.975,28.1035,0.3882,0.0012,3.0227,0.3238,0.3769,26,0.5065,0,0.9,9.5516,107.3732,5.2918,3
bg,15169,15169,1.5365,2.113,0.4397,0.3199,2.3485,18.8803,0.0108,0,36.9208,0.8004,1,30.1827,1,0.9212,1.2,8.215,245.0634,38.7392,1
bg,15170,15170,1.72,1.2402,0.5173,0.0354,2.9249,29.0545,1.2622,0.0987,1.9144,0.3066,0.0291,21.9693,0.0667,0,0.9,10.7632,105.8495,2.2918,3
bg,15171,15171,1.74,1.1198,0.4022,0.2376,2.471,29.5798,2.228,0,0.9893,0.1949,1,19,1,1.7081,0.8,11.4443,106.2874,0.9893,1
bg,15172,15172,1.68,1.8821,0.7201,0.3768,1.9877,27.864,0.1759,0,2.4771,22.6503,1,34.827,1,0.3917,1.1993,8.3714,197.1021,49.6044,4
bg,15173,15173,1.79,0.9588,0.3261,0.2717,1.2813,26.5,0.994,0,1.1597,0.3049,1,21.1635,1,0,1.2,8.495,202.3484,54.3439,4
bg,15174,15174,1.67,1.9685,0.3584,0.13,2.5795,28.4173,2.9479,0.9383,1.3576,3.9842,0.0618,22,0.1615,1.5456,0.9,11.6262,141.8476,2.8736,1
bg,15175,15175,1.7,1.2256,0.522,0.0513,2.9106,28.6651,1.7548,0.3735,1.2892,2.8204,0.5859,26.0209,0.2494,3.9764,0.9,10.7001,102.1043,6.514,3
bg,15176,15176,1.94,1.326,0,0.6114,2.174,31.0163,2.6035,0.9859,0.6114,13.6095,6.00E-04,17.9051,0.0019,1.4472,0.8071,11.5607,120.4901,3.4828,1
bg,15177,15177,1.5798,1.7101,0.4013,0.1478,2.6194,26.972,0.5102,0,5.0559,1.8237,1,27.8301,0.9955,7.1901,0.9,9.0128,163.9119,9.8366,1
bg,15178,15178,1.8376,2.3266,0.1384,0.6766,0.0287,28.3663,0.7193,1,2.2225,11.6152,0,22.8479,0,0.1547,0.9136,9.6468,184.1127,16.3004,4
bg,15179,15179,1.7038,0.1621,0.415,0.0349,3.0338,29.9,6.9792,0.9528,0.1422,0.066,0.0158,21,0.1148,1.8366,1.2,15.4105,87,3.2411,3
bg,15180,15180,1.6977,1.5714,0.6225,0.2098,2.4569,26.5641,0.0227,0,25.6844,1.0025,1,29.7053,1,0.3202,0.9,8.5351,160.2564,25.6844,1
bg,15181,15181,1.6844,0.5183,0.5099,0.1187,2.8882,28.171,1.0549,0.0058,4.5564,0.1066,0.8132,23.7821,0.0714,4.0883,0.9,10.2467,114.1829,21.1554,3
bg,15182,15182,1.9196,1.4191,0.1162,0.2543,2.0285,29.9535,0.6827,1,2.9289,1.1574,0,21.1584,0,0,0.9,9.649,146.0824,6.8024,4
bg,15183,15183,1.6,2.1392,0.3221,0.7887,2.7983,28.0688,0.7133,0.0625,3.9054,32.2945,0.8125,28.4191,0.9902,2.3011,0.9,9.1513,177.3693,48.1767,1
bg,15184,15184,1.67,0.4896,0.7513,0.0908,3.0283,29.0767,1.175,0.9818,1.9752,0.1183,0.0067,26.6374,0,0,0.9,10.5213,91.5248,2.3698,2
bg,15185,15185,1.66,1.6908,0.7422,0.3747,1.9774,27.1237,0.3772,0,3.1953,5.2976,1,34.1178,1,0.5802,1.2,9.2373,192.157,23.4739,4
bg,15186,15186,1.55,1.8456,0.3833,0.1459,2.6224,26.7558,0.051,0.0316,12.91,1.472,0.9605,21.8029,0.7283,1.6753,0.9,8.3645,161.496,35.679,1
bg,15187,15187,1.88,2.5972,0.2229,0.3603,2.4354,30.7013,1.6604,0.9055,1.1773,0.8467,0.0944,20.0037,0.0909,1.3418,1,10.9343,99.0025,1.1773,1
bg,15188,15188,1.8684,0.3474,0.1326,0.1722,2.05,30.1078,0.1611,0.8913,4.8105,0.0447,0.087,25.0745,0,1.5384,0.9,9.0806,160.0186,4.8105,4
bg,15189,15189,1.541,1.8834,0.4124,0.3157,0.9027,22.7542,0.0922,0,10.1506,0.4294,1,12.914,1,0,1.2,9.0359,181.2789,29.7921,4
bg,15190,15190,1.81,0.6071,0.5356,0.0175,3.0309,30.8414,8.7127,0.6357,1.00E-04,52.1403,0.2286,16.9022,0.3186,0.6349,1.2025,15.3429,81.7455,1.066,3
bg,15191,15191,1.65,1.9357,0.7541,0.2742,1.9271,27.9538,0.1802,0.1274,5.8817,12.2283,0.8725,33.9978,0.9965,0.4267,1.2,8.2602,205.4345,80.9759,4
bg,15192,15192,1.7852,2.392,0.5949,0.5028,1.7432,29.2703,0.2913,0.7687,5.9337,0.5128,0.2239,30.1567,0.3729,0.6045,0.9,9.4703,162.7519,27.4896,4
bg,15193,15193,0,1.7263,0.429,0.2972,2.7343,0,0,0,0.584,16.9923,0,23.8091,0.7726,1.3214,0.6,11.1208,89.8473,2.7603,3
bg,15194,15194,1.64,0.9805,0.826,1.1601,1.4563,22.3868,0.037,0,17.4311,0.4946,1,32.1657,1,0.9841,1.2,8.2598,238.8882,26.42,4
bg,15195,15195,1.6838,2.3335,0.3682,0.1372,2.5989,28.1911,0.4695,0.381,2.3353,5.9056,0.3512,28.0002,0.6733,3.0297,0.9,8.8203,138.324,13.6706,1
bg,15196,15196,1.4868,0.9406,0.4113,0.1152,2.8894,25.4183,0.1939,0,8.8266,0.3552,1,24.0752,1,6.1558,0.9,9.0584,125.2913,8.8266,3
bg,15197,15197,1.74,2.2341,0.3337,0.2382,2.4782,29.5108,2.4939,0.0881,0.5604,15.572,0.3664,19.9574,0.9537,1.6703,0.8,10.6504,107.5372,5.4998,1
bg,15198,15198,1.8992,1.9983,0.1099,0.0961,2.0533,30.4295,1.4584,0.304,0,11898.0258,0.1447,23.4688,0.7389,0.6719,1.0598,9.3141,199.4374,163.434,4
bg,15199,15199,1.72,1.6772,0.7339,0.4883,2.2434,27.2367,2.3857,0.2667,1.0717,4.7163,0.5667,32.996,0.2853,2.2167,0.9,10.2894,153.9512,6.7045,1
bg,15200,15200,1.6,1.4816,0.365,0.1012,2.582,27.9406,0.0508,0.3189,11.0094,0.1914,0.0124,21.8978,0.0816,0,0.9,8.0788,133.0774,12.575,1
bg,15201,15201,1.4478,1.9162,0.4429,0.128,2.6445,25.2072,0.4406,0,3.5482,31.7638,1,26.9586,1,3.9199,1.2,8.9052,250.5749,28.2026,1
bg,15202,15202,1.6906,1.5801,0.518,0.4888,1.6014,22.7653,0.0078,0,29.1233,0.5853,1,33.0119,1,0,1.2,8.666,236.6695,36.5304,4
bg,15203,15203,1.5983,2.3954,0.372,0.1516,2.5814,26.5075,0.0335,0,15.8317,0.8288,1,31.3179,1,0,1.2,8.1036,164.2231,18.131,1
bg,15204,15204,1.698,1.981,0.7338,0.2009,2.4884,28.3918,0.1001,0.9846,10.6068,0.668,0.0107,27.0783,0.0443,0,0.9,8.7395,133.2633,17.0878,1
bg,15205,15205,1.58,0.6144,0.3577,0.2407,1.0556,25.2736,0.0414,0.0591,6.7047,0.0624,0.315,13.2992,0.1667,2.6671,1.2,9.44,162.8819,42.2666,4
bg,15206,15206,1.58,0.6119,0.5034,0.1356,2.8712,26.212,2.4626,0.8628,0.7566,3.0949,0.0933,29.0232,0.0248,2.1043,0.8,11.6149,124.4207,2.6252,3
bg,15207,15207,1.8214,1.7703,0.2349,0.5695,1.8901,27.7076,0.0652,0,32.1659,0.2797,1,28.7468,1,0,1,8.8433,175.9165,33.1835,4
bg,15208,15208,1.68,1.4128,0.7515,0.0535,3.0786,29.5474,3.4685,0.3942,0.2812,51.1729,0.0753,25.6743,0.2739,2.0719,0.9334,11.0148,88.9112,3.2738,2
bg,15209,15209,1.84,3.9574,1,0,2.3,30.9,8.9901,0,0,0.9514,1,14,1,2.8131,1.2,14.4242,86,0,1
bg,15210,15210,1.87,2.7151,0.3702,0.1193,2.141,30.6803,2.7092,0.7887,0.4779,4.1998,0.1831,27.6369,0.3988,1.0003,0.9,8.9876,148.2759,11.5537,4
bg,15211,15211,1.91,1.7364,0.0416,0.8142,2.4259,31.0272,1.6104,0.8603,1.3737,2.929,0.0143,13.0512,0.0124,1.0806,0.8,11.6754,105.0963,2.2371,1
bg,15212,15212,1.6364,0.794,0.8301,0.0191,3.1238,30.4311,6.3978,0.7544,0,2661.9126,0.1146,29.0767,0.5578,1.3309,1.1107,13.2548,86.8282,61.2063,2
bg,15213,15213,1.48,1.7785,0.4756,0.3244,2.2891,19.8358,0.495,0,1.8673,0.6694,0.9999,31.2784,1,2.668,1.2,9.2765,248.8725,4.0011,1
bg,15214,15214,1.7891,1.0604,0.346,0.2559,1.832,28.6521,0.0182,0.069,38.922,0.1107,0.9234,28.9502,0.7223,0.5105,0.9,8.0378,181.7854,38.922,4
bg,15215,15215,1.62,2.3359,0.3469,0.0871,2.5168,28.0047,2.1994,0.5207,0.8104,11.783,0.0474,23.0057,0.0744,0.6097,0.9,10.3983,121.1576,8.7733,1
bg,15216,15216,1.7449,1.4495,0.5034,0.4456,1.8057,28.1258,0.047,0.0649,10.1652,0.4917,0.9352,33.6663,0.7218,0,0.9,8.5283,192.8986,55.5407,4
bg,15217,15217,1.67,1.6948,0.4674,0.523,1.0425,20.5762,0.095,0,11.0104,11.5252,1,24.8439,1,1.1553,1.2,8.935,318.29,25.1926,4
bg,15218,15218,1.7495,2.2217,0.3165,0,3.4796,31.1939,6.9004,0.9509,0,0.7971,0.049,20,0.3165,0.1956,0.7,22.8415,65.1349,0,2
bg,15219,15219,1.66,1.4302,0.6545,0.3034,2.3228,24.771,1.1076,0,3.6828,0.4897,1,31.9556,0.9306,6.067,0.9,9.4892,193.9755,11.0046,1
bg,15220,15220,1.54,1.5827,0.5031,0.129,2.8513,25.5107,1.7362,0.8008,0.1589,357.9823,0.1757,25.0305,0.3893,2.5291,0.9248,11.1052,154.8002,15.0867,3
bg,15221,15221,1.7044,0.4211,0.3593,0.3551,1.1394,23.8754,0.004,0,42.2853,0.0583,1,18.5694,1,0,1.2,8.4583,209.9162,42.2853,4
bg,15222,15222,1.656,1.7967,0.5851,0.2249,2.3782,25.5602,0.0849,0,4.8448,17.7794,1,31.8095,1,1.7689,1.199,8.962,194.7628,31.0341,1
bg,15223,15223,1.8247,1.8274,0.2648,0.1581,1.3861,28.324,0.071,0,2.6113,42.8318,1,24.6343,0.9933,0.7681,1.2,8.6511,185.8164,32.5483,4
bg,15224,15224,1.6883,1.4662,0.6352,0.2781,2.4408,25.4748,0.0145,0,25.0069,0.4563,1,29.9653,1,1.8477,1.4,8.1834,179.7416,26.0145,1
bg,15225,15225,1.6915,1.7918,0.4124,0.4576,1.1507,22.5148,0,0,6.0564,5.0565,1,26.8697,1,0.7385,1.2,8.239,264.6958,43.9754,4
bg,15226,15226,1.79,0.5161,0.2793,0.2809,1.3735,26.6108,0,0,63.6542,0.09,1,19.5482,1,0,1.2,8.5143,181.9151,80.3821,4
bg,15227,15227,1.79,8.4349,0.079,0.0525,2.5,30.2,7.9153,0.8889,0.0832,0.0607,0.1112,17,0,0,1.2,12.0535,98,0.3504,1
bg,15228,15228,1.5,2.2048,0.4503,0.2238,2.3288,24.0598,0.0855,0,5.7066,21.4558,1,31.5717,1,0.7547,1.2,8.3758,221.587,32.224,1
bg,15229,15229,1.83,0.8269,0.0126,1.5194,2.4051,30.0679,0.7915,0.9536,2.9296,0.1783,0,18.436,0,0.1075,1.1,10.8184,112.9685,2.9296,1
bg,15230,15230,1.7407,2.3095,0.6998,0.1664,2.4821,28.7095,0.1648,0,10.9265,0.4453,1,30.1328,1,2.4878,0.9,8.8545,137.1452,28.5714,1
bg,15231,15231,1.8845,0.7522,0.1278,0.4473,2.0412,29.0608,0.0049,0.1581,28.9685,0.099,0.8419,24.6535,1,0,0.9,8.2052,157.0304,28.9685,4
bg,15232,15232,1.5301,1.9152,0.7061,0.0636,3.0231,27.4749,1.2506,0.5325,1.0701,9.5216,0.1384,27.0372,0.1846,0.5212,0.9,9.7135,103.6322,13.1042,2
bg,15233,15233,1.8685,1.7592,0.9848,0,0.3913,29.5991,0.3392,0,0,8.7064,1,21.6665,1,0.2484,1.0978,9.8315,178.6805,59.2021,4
bg,15234,15234,1.88,2.0364,0.2153,0.0946,1.5181,30.173,4.1834,0.5238,0,708.8291,0.2699,19.4149,0.9439,0.4935,1.1794,8.8985,231.4542,163.434,4
bg,15235,15235,1.5712,1.2691,0.3752,0.1135,2.6229,27.5853,0.6992,0.9884,1.6105,0.2183,0.0093,22.7442,0.05,1.0042,0.9,9.8826,144.1326,37.7802,1
bg,15236,15236,1.8517,2.0035,0.2161,0.1586,1.4884,28.7372,0.0876,0.0924,9.4232,0.4336,0.7763,23.6229,0.5728,0,0.9,8.5169,171.1017,39.8769,4
bg,15237,15237,1.6365,1.8861,0.4356,0.0548,2.955,28.6501,1.3989,0.2742,2.2858,0.6631,0.5711,22,0.377,0.2074,0.9,11.2595,101.6462,2.2858,3
bg,15238,15238,1.57,2.4872,0.3831,0.2152,2.4866,25.7015,0.0168,0,20.9636,1.2595,1,32.5087,1,0,1.2,8.3915,190.0332,48.782,1
bg,15239,15239,1.87,2.0444,0.5032,0.0544,2.3844,30.308,1.8933,0,1.1128,0.368,1,24,1,0.9777,0.9,11.6755,131,2.374,1
bg,15240,15240,1.4952,1.6479,0.3999,0.2403,2.5593,24.4002,0.3684,0,3.0125,4.1653,1,21.8696,1,1.6767,1.5,9.7105,199.6824,16.8875,1
bg,15241,15241,1.7528,1.7109,0.3679,0.3268,1.2443,24.9252,0.0474,0,6.731,4.1596,1,31,1,0.2911,1.2,8.2934,225.8634,44.6702,4
bg,15242,15242,1.7068,1.8635,0.4066,0.3538,1.1623,24.8775,0.134,0,4.4736,31.9526,1,24.2641,0.9993,0.6465,1.2,8.2386,244.1058,53.3513,4
bg,15243,15243,1.6831,1.8174,0.3785,0.3788,1.1169,22.4055,0.0228,0,18.9727,0.3031,1,21.8153,1,0,1.2,8.4596,238.6211,36.002,4
bg,15244,15244,1.5,5.4096,0.7385,0.0666,3.0421,27.6244,4.5677,0.9103,0.9742,0.3376,0.0256,29,0.0454,0,0.9,11.7452,98.6474,10.0549,2
bg,15245,15245,1.58,1.4616,0.6847,0.12,2.9239,28.0386,2.7805,0.0341,1.635,2.6666,0.9432,26.0162,0.8739,3.7211,0.9,10.3504,101.2039,2.8641,2
bg,15246,15246,1.64,1.8319,0.3337,0.0819,2.4664,28.1319,2.1036,0.4096,2.1256,0.7994,0.0478,22.8708,0.0445,1.0647,0.9,10.0444,120.0935,2.1622,1
bg,15247,15247,1.68,2.2947,0.7085,0.4607,1.9926,26.7827,0.0158,0,17.3364,1.364,1,35.0094,1,0,0.9,8.0464,194.8634,23.1523,4
bg,15248,15248,1.61,0.822,0.4119,0.3582,2.4441,20.1098,0.0011,0,46.4478,0.1907,1,32.0586,1,0,1.2,7.5062,233.0241,66.8908,1
bg,15249,15249,1.59,2.033,0.3613,0.1151,2.5168,27.5729,0.2249,0.129,3.4234,1.8923,0.0065,21.5286,0.3253,1.5617,0.9,9.0481,132.7727,12.5091,1
bg,15250,15250,1.86,0.0857,0.7165,0.028,2.3581,31,8.9838,0.0777,0.0679,3.3476,0.1677,13.9056,0.4478,1.3213,1.2,16.1348,95.4539,0.2002,1
bg,15251,15251,1.85,1.9817,0.2406,0.2893,1.9937,30,1.8562,0.6,0,2.8688,0.4,28.5576,0.2365,0.3767,0.9,8.8874,164.7557,10.3933,4
bg,15252,15252,1.8832,2.535,0.2279,0.4966,2.0106,29.6035,0.1818,0.4754,6.6621,0.8467,0.2372,25.3701,0.1062,0,0.9,8.8395,156.0754,6.6621,4
bg,15253,15253,1.8,0.8829,0.4557,0.0527,3.3625,31.5,8.9895,0.9004,0.1852,5.2221,0.0204,15.0103,0.1117,0.5074,0.7,14.4788,71.8298,0.1932,3
bg,15254,15254,1.81,4.6695,0.64,0.0163,3.1901,31.3,8.9832,0.337,0.062,2.5019,0.0764,17,0.092,0.2307,1.4,15.1125,72.0836,0.1305,3
bg,15255,15255,1.71,1.9952,0.7056,0.6476,1.7259,28.2701,0.1461,0,9.7523,3.3815,1,35.7673,0.9933,7.4546,0.9,8.0612,210.4126,36.4267,4
bg,15256,15256,1.864,1.5757,0.2083,0.194,1.8488,29.6731,0.0618,0.4095,0.0877,2.3559,0.2715,25.9973,0.1938,0.6956,0.9,8.9232,166.7897,13.6734,4
bg,15257,15257,1.5407,1.7267,0.3836,0.2809,0.9546,23.7339,0.4331,0.8772,2.1116,14.8549,0.0895,13.3254,0.7673,0.611,1.1364,9.1639,184.0678,16.0203,4
bg,15258,15258,1.69,2.0999,0.6188,0.1568,2.4548,27.9042,0.1445,0.0202,9.1257,0.6233,0.9232,24.3666,0.8584,0,0.9,9.0521,150.0633,9.1257,1
bg,15259,15259,1.7718,1.7618,0.3435,0.444,1.8478,27.0545,0.0074,0,20.475,0.537,1,33.6155,1,0,0.9,8.1704,195.3018,22.7179,4
bg,15260,15260,1.65,2.2588,0.5797,0.1906,2.4025,26.703,0.0785,0.3876,2.894,20.8009,0.6125,28.8445,0.9771,0.2272,0.9,8.4866,179.0281,31.0662,1
bg,15261,15261,1.8171,2.144,0.2372,0.2977,1.711,29.0513,1.5922,0.8442,0.7013,409.8968,0.1559,30.9645,0.8691,0.5485,1.0992,8.5873,194.937,50.6079,4
bg,15262,15262,1.53,0.6659,0.677,0.167,2.8882,26.565,1.1228,0.6274,2.6727,0.1673,0.2436,27,0.449,4.533,0.9,10.1824,114.2118,6.1448,2
bg,15263,15263,1.7777,2.1529,0.2292,0.506,1.5218,24.4654,0.0231,0,30.1191,0.428,1,30.493,1,0,1.2,8.5834,214.7565,30.1191,4
bg,15264,15264,1.54,1.7348,0.4451,0.4128,2.4912,22.5141,0.1526,0,1.46,19.2584,1,35.1507,0.9999,0.9647,1.2,9.037,235.2818,36.2929,1
bg,15265,15265,1.7645,4.6859,0.3704,0.2468,1.6011,27.8944,0.5717,0.075,2.776,0.5998,0.5157,30.4312,0,0,1.2,9.6132,185.8063,69.7518,4
bg,15266,15266,1.74,2.4523,0.6234,0.0835,2.4791,28.9407,0.2924,0.9433,4.9153,0.8818,0.0566,28.5595,0.057,0,1.3811,9.1712,146.2959,9.4802,1
bg,15267,15267,1.8149,3.0702,0.2737,0.1818,1.3791,27.8914,0.3119,0.4667,8.0332,1.2158,0.1021,29.7192,0.0513,0.4437,1,9.3544,178.3545,27.2861,4
bg,15268,15268,1.8465,2.0744,0.5418,0.0569,2.3977,30.4157,0.455,0,0.7,456.2225,0.9877,27.7919,0.6928,1.7724,0.9,9.911,146.583,35.3344,1
bg,15269,15269,1.57,1.5989,0.4088,0.4177,0.9208,20.5158,0.3671,0,5.8023,1.4748,1,18.0152,1,0,1.2,9.4819,239.5876,12.6885,4
bg,15270,15270,1.6102,1.4068,0.3898,0.2745,2.5851,25.4582,0.1202,0.0693,14.0239,0.2031,0.9307,27.0803,1,3.4851,0.9,9.1826,160.2825,14.0239,1
