"SubsetID","lat","long","start.date","end.date","Status"
"Lat51.40177Lon-0.63363Start2013-01-01End2013-12-31",51.4017666666667,-0.633633333333333,2012,2013,"Successful download"
"Lat51.41537Lon-0.64620Start2013-01-01End2013-12-31",51.4153666666667,-0.6462,2012,2013,"Successful download"
"Lat51.40177Lon-0.64440Start2013-01-01End2013-12-31",51.4017666666667,-0.6444,2012,2013,"Successful download"
"Lat51.41287Lon-0.63405Start2013-01-01End2013-12-31",51.4128666666667,-0.63405,2012,2013,"Successful download"
"Lat51.41420Lon-0.64889Start2013-01-01End2013-12-31",51.4141961111111,-0.648893888888889,2012,2013,"Successful download"
"Lat51.41053Lon-0.64216Start2013-01-01End2013-12-31",51.4105338888889,-0.642158888888889,2012,2013,"Successful download"
"Lat51.41170Lon-0.63824Start2013-01-01End2013-12-31",51.4116961111111,-0.63824,2012,2013,"Successful download"
"Lat51.41327Lon-0.64501Start2013-01-01End2013-12-31",51.41327,-0.645011944444444,2012,2013,"Successful download"
